Site ID,Site Name,Sample datetime,Enterococci value (orgs/100 mL),Enterococci qualifier,Sample type
99993,Rosebud,2022-03-01,10,<,Routine
99999,Black Rock,2022-03-01,10,<,Routine
99760,Portarlington,2022-03-01,10,<,Routine
99770,St Leonards,2022-03-01,10,<,Routine
99550,Dromana,2022-03-01,10,<,Routine
99070,Half Moon Bay,2022-03-01,10,<,Routine
99240,Safety Beach,2022-03-01,10,<,Routine
99630,Sandringham,2022-03-01,41,=,Routine
99994,Mount Martha,2022-03-01,10,<,Routine
99060,Hampton,2022-03-01,10,=,Routine
99992,Mornington,2022-03-01,10,<,Routine
99500,The Dell,2022-03-01,41,=,Routine
99580,Canadian Bay,2022-03-01,10,=,Routine
99650,Elwood,2022-03-01,10,<,Routine
99660,St Kilda,2022-03-01,200,=,Routine
99590,Frankston Coast Guard,2022-03-01,20,=,Routine
99997,South Melbourne,2022-03-01,10,=,Routine
99170,Frankston Life Saving Club,2022-03-01,10,<,Routine
99510,Eastern,2022-03-01,10,<,Routine
99020,Port Melbourne,2022-03-01,20,=,Routine
99160,Seaford,2022-03-01,340,=,Routine
99690,Sandridge,2022-03-01,41,=,Routine
99995,Carrum,2022-03-01,10,<,Routine
99730,Werribee South,2022-03-01,41,=,Routine
99996,Aspendale,2022-03-01,86,=,Routine
99700,Williamstown,2022-03-01,10,<,Routine
99710,Altona,2022-03-01,10,<,Routine
99730,Werribee South,2022-03-07,300,=,Routine
99510,Eastern,2022-03-07,63,=,Routine
99500,The Dell,2022-03-07,41,=,Routine
99760,Portarlington,2022-03-07,10,=,Routine
99770,St Leonards,2022-03-07,10,<,Routine
99998,Santa Casa,2022-03-07,10,<,Routine
99620,Mordialloc,2022-03-08,160,=,Routine
99290,Sorrento,2022-03-08,10,=,Routine
99100,Mentone,2022-03-08,63,=,Routine
99990,Beaumaris,2022-03-08,41,=,Routine
99530,Rye,2022-03-08,31,=,Routine
99999,Black Rock,2022-03-08,10,<,Routine
99070,Half Moon Bay,2022-03-08,96,=,Routine
99993,Rosebud,2022-03-08,10,=,Routine
99630,Sandringham,2022-03-08,20,=,Routine
99550,Dromana,2022-03-08,10,<,Routine
99060,Hampton,2022-03-08,20,=,Routine
99240,Safety Beach,2022-03-08,31,=,Routine
99650,Elwood,2022-03-08,160,=,Routine
99994,Mount Martha,2022-03-08,10,<,Routine
99660,St Kilda,2022-03-08,110,=,Routine
99992,Mornington,2022-03-08,30,=,Routine
99997,South Melbourne,2022-03-08,10,<,Routine
99020,Port Melbourne,2022-03-08,63,=,Routine
99580,Canadian Bay,2022-03-08,10,<,Routine
99690,Sandridge,2022-03-08,31,=,Routine
99700,Williamstown,2022-03-08,10,=,Routine
99590,Frankston Coast Guard,2022-03-08,20,=,Routine
99170,Frankston Life Saving Club,2022-03-08,10,<,Routine
99710,Altona,2022-03-08,10,<,Routine
99160,Seaford,2022-03-08,10,<,Routine
99995,Carrum,2022-03-08,10,=,Routine
99996,Aspendale,2022-03-08,10,<,Routine
99710,Altona,2022-10-19,10,<,Routine
99700,Williamstown,2022-10-19,41,=,Routine
99690,Sandridge Beach,2022-10-19,10,=,Routine
99020,Port Melbourne Beach,2022-10-19,150,=,Routine
99997,South Melbourne LSC,2022-10-19,41,=,Routine
99160,Seaford,2022-10-20,52,=,Routine
99995,Carrum,2022-10-20,10,<,Routine
99520,Portsea,2022-10-20,10,<,Routine
99996,Aspendale,2022-10-20,74,=,Routine
99730,Werribee South,2022-10-20,41,=,Routine
99290,Sorrento,2022-10-20,10,<,Routine
99620,Mordialloc,2022-10-20,10,<,Routine
99280,Blairgowrie,2022-10-20,10,=,Routine
99100,Mentone,2022-10-20,10,<,Routine
99530,Rye,2022-10-20,10,<,Routine
99510,Eastern,2022-10-20,10,=,Routine
99990,Beaumaris,2022-10-20,31,=,Routine
99993,Rosebud,2022-10-20,10,<,Routine
99500,The Dell,2022-10-20,10,<,Routine
99550,Dromana,2022-10-20,10,<,Routine
99999,Black Rock,2022-10-20,10,<,Routine
99070,Half Moon Bay,2022-10-20,200,=,Routine
99240,Safety Beach,2022-10-20,10,<,Routine
99760,Portarlington,2022-10-20,10,<,Routine
99994,Mt Martha,2022-10-20,10,<,Routine
99630,Sandringham,2022-10-20,10,=,Routine
99770,St Leonards,2022-10-20,130,=,Routine
99992,Mornington,2022-10-20,10,<,Routine
99060,Hampton,2022-10-20,10,<,Routine
99998,Santa Casa,2022-10-20,20,=,Routine
99580,Canadian Bay,2022-10-20,610,=,Routine
99991,Brighton,2022-10-20,110,=,Routine
99590,Frankston Coast Guard,2022-10-20,31,=,Routine
99170,Frankston LSC,2022-10-20,31,=,Routine
99650,Elwood,2022-10-20,10,<,Routine
99660,St Kilda,2022-10-20,20,=,Routine
99520,Portsea,2022-10-26,86,=,Routine
99290,Sorrento,2022-10-26,41,=,Routine
99280,Blairgowrie,2022-10-26,230,=,Routine
99530,Rye,2022-10-26,30,=,Routine
99993,Rosebud,2022-10-26,52,=,Routine
99550,Dromana,2022-10-26,10,<,Routine
99730,Werribee Sth,2022-10-26,1200,=,Routine
99240,Safety Beach,2022-10-26,10,<,Routine
99994,Mt Martha,2022-10-26,10,<,Routine
99992,Mornington,2022-10-26,440,=,Routine
99510,Eastern Beach,2022-10-26,10,=,Routine
99580,Canadian Bay,2022-10-26,1800,=,Routine
99590,Frankston Coast Guard,2022-10-26,1400,=,Routine
99500,The Dell,2022-10-26,350,=,Routine
99170,Frankston LSC,2022-10-26,63,=,Routine
99160,Seaford,2022-10-26,31,=,Routine
99761,Portarlington Beach (new site),2022-10-26,10,<,Routine
99760,Portarlington Harbour (previous site),2022-10-26,52,=,Routine
99995,Carrum,2022-10-26,210,=,Routine
99770,St Leonards,2022-10-26,290,=,Routine
99996,Aspendale,2022-10-26,74,=,Routine
99998,Santa Casa,2022-10-26,10,=,Routine
99620,Mordialloc,2022-10-27,220,=,Resample
99100,Mentone,2022-10-27,570,=,Resample
99990,Beaumaris,2022-10-27,280,=,Resample
99999,Black Rock,2022-10-27,420,=,Resample
99070,Half Moon Bay,2022-10-27,190,=,Resample
99630,Sandringham,2022-10-27,260,=,Resample
99060,Hampton,2022-10-27,97,=,Resample
99991,Brighton,2022-10-27,840,=,Resample
99650,Elwood,2022-10-27,330,=,Resample
99660,St Kilda,2022-10-27,160,=,Resample
99997,South Melbourne,2022-10-27,10,=,Resample
99020,Port Melbourne,2022-10-27,20,=,Resample
99690,Sandridge,2022-10-27,130,=,Resample
99700,Wiliamstown,2022-10-27,10,<,Resample
99710,Altona,2022-10-27,20,=,Resample
99620,Mordialloc,2022-11-02,230,=,Routine
99100,Mentone,2022-11-02,730,=,Routine
99290,Sorrento,2022-11-02,63,=,Routine
99990,Beaumaris,2022-11-02,350,=,Routine
99280,Blairgowrie,2022-11-02,98,=,Routine
99530,Rye,2022-11-02,31,=,Routine
99993,Rosebud,2022-11-02,2000,=,Routine
99550,Dromana,2022-11-02,240,=,Routine
99630,Sandringham,2022-11-02,190,=,Routine
99240,Safety Beach,2022-11-02,340,=,Routine
99730,Werribee Sth,2022-11-02,280,=,Routine
99060,Hampton,2022-11-02,450,=,Routine
99994,Mt Martha,2022-11-02,310,=,Routine
99992,Mornington,2022-11-02,3700,=,Routine
99991,Brighton,2022-11-02,110,=,Routine
99580,Canadian Bay,2022-11-02,230,=,Routine
99590,Frankston Coast Guard,2022-11-02,390,=,Routine
99510,Eastern,2022-11-02,85,=,Routine
99170,Frankston LSC,2022-11-02,420,=,Routine
99660,St Kilda,2022-11-02,200,=,Routine
99160,Seaford,2022-11-02,320,=,Routine
99650,Elwood,2022-11-02,760,=,Routine
99997,South Melbourne,2022-11-02,170,=,Routine
99500,The Dell,2022-11-02,2300,=,Routine
99995,Carrum,2022-11-02,680,=,Routine
99020,Port Melbourne,2022-11-02,200,=,Routine
99996,Aspendale,2022-11-02,800,=,Routine
99690,Sandridge,2022-11-02,430,=,Routine
99760,Portarlington Harbour (previous site),2022-11-02,10,=,Routine
99761,Portarlington Beach (new site),2022-11-02,20,=,Routine
99700,Wiliamstown,2022-11-02,41,=,Routine
99770,St Leonards,2022-11-02,20,=,Routine
99710,Altona,2022-11-02,86,=,Routine
99998,Santa Casa,2022-11-02,41,=,Routine
99730,Werribee South Beach,2022-11-03,86,=,Resample
99500,The Dell,2022-11-03,27,=,Resample
99993,Rosebud,2022-11-03,101,=,Resample
99100,Mentone,2022-11-03,20,=,Resample
99992,Mornington,2022-11-03,480,=,Resample
99999,Black Rock,2022-11-03,45,=,Resample
99995,Carrum,2022-11-03,320,=,Resample
99650,Elwood,2022-11-03,1297,=,Resample
99996,Aspendale,2022-11-03,213,=,Resample
99992,Mornington LSC,2022-11-07,17,=,Resample
99160,Seaford,2022-11-07,13,=,Resample
99995,Carrum,2022-11-07,53,=,Resample
99996,Aspendale,2022-11-07,117,=,Resample
99650,Elwood,2022-11-07,56,=,Resample
99998,Santa Casa,2022-11-08,10,=,Routine
99620,Mordialloc,2022-11-08,20,=,Routine
99100,Mentone,2022-11-08,10,=,Routine
99520,Portsea,2022-11-08,10,=,Routine
99990,Beaumaris,2022-11-08,10,<,Routine
99290,Sorrento,2022-11-08,10,<,Routine
99280,Blairgowrie,2022-11-08,41,=,Routine
99999,Black Rock,2022-11-08,10,<,Routine
99530,Rye,2022-11-08,110,=,Routine
99070,Half Moon Bay,2022-11-08,10,=,Routine
99730,Werribee South Beach,2022-11-08,10,<,Routine
99993,Rosebud,2022-11-08,10,<,Routine
99630,Sandringham,2022-11-08,10,=,Routine
99550,Dromana,2022-11-08,10,<,Routine
99240,Safety Beach,2022-11-08,190,=,Routine
99994,Mt Martha,2022-11-08,10,=,Routine
99060,Hampton,2022-11-08,10,<,Routine
99992,Mornington,2022-11-08,10,=,Routine
99580,Canadian Bay,2022-11-08,20,=,Routine
99991,Brighton,2022-11-08,10,<,Routine
99590,Frankston Coast Guard,2022-11-08,52,=,Routine
99650,Elwood,2022-11-08,41,=,Routine
99170,Frankston LSC,2022-11-08,41,=,Routine
99510,Eastern Beach,2022-11-08,10,<,Routine
99660,St Kilda,2022-11-08,10,=,Routine
99160,Seaford,2022-11-08,10,<,Routine
99997,South Melbourne,2022-11-08,10,<,Routine
99995,Carrum,2022-11-08,20,=,Routine
99020,Port Melbourne,2022-11-08,10,<,Routine
99690,Sandridge,2022-11-08,10,<,Routine
99500,The Dell,2022-11-08,10,=,Routine
99996,Aspendale,2022-11-08,10,<,Routine
99700,Wiliamstown,2022-11-08,10,=,Routine
99761,Portarlington Beach (new site),2022-11-08,10,<,Routine
99760,Portarlington Harbour (previous site),2022-11-08,10,<,Routine
99710,Altona,2022-11-08,10,<,Routine
99770,St Leonards Beach,2022-11-08,10,<,Routine
99620,Mordialloc,2022-11-15,1500,=,Routine
99100,Mentone,2022-11-15,600,=,Routine
99990,Beaumaris,2022-11-15,86,=,Routine
99999,Black Rock Life Saving Club,2022-11-15,140,=,Routine
99520,Portsea,2022-11-15,10,=,Routine
99998,Santa Casa,2022-11-15,63,=,Routine
99070,Half Moon Bay,2022-11-15,420,=,Routine
99290,Sorrento,2022-11-15,10,<,Routine
99280,Blairgowrie,2022-11-15,52,=,Routine
99630,Sandringham,2022-11-15,96,=,Routine
99770,St Leonards,2022-11-15,730,=,Routine
99530,Rye,2022-11-15,98,=,Routine
99060,Hampton,2022-11-15,5500,=,Routine
99761,Portarlington Beach (new site),2022-11-15,30,=,Routine
99991,Brighton Life Saving Club,2022-11-15,340,=,Routine
99993,Rosebud Life Saving Club,2022-11-15,130,=,Routine
99760,Portarlington Harbour (previous site),2022-11-15,63,=,Routine
99550,Dromana,2022-11-15,260,=,Routine
99240,Safety Beach,2022-11-15,2600,=,Routine
99500,The Dell,2022-11-15,85,=,Routine
99994,Mt Martha Life Saving Club,2022-11-15,500,=,Routine
99650,Elwood,2022-11-15,910,=,Routine
99992,Mornington Life Saving Club,2022-11-15,190,=,Routine
99660,St Kilda,2022-11-15,1600,=,Routine
99510,Eastern,2022-11-15,150,=,Routine
99997,South Melbourne Life Saving Club,2022-11-15,1300,=,Routine
99580,Canadian Bay,2022-11-15,170,=,Routine
99020,Port Melbourne,2022-11-15,1700,=,Routine
99690,Sandridge,2022-11-15,1700,=,Routine
99590,Frankston Coast Guard,2022-11-15,120,=,Routine
99170,Frankston Surf Life Saving Club,2022-11-15,990,=,Routine
99730,Werribee Sth,2022-11-15,6900,=,Routine
99160,Seaford,2022-11-15,390,=,Routine
99700,Williamstown,2022-11-15,910,=,Routine
99995,Carrum Surf Life Saving Club,2022-11-15,460,=,Routine
99710,Altona,2022-11-15,3300,=,Routine
99996,Aspendale Life Saving Club,2022-11-15,800,=,Routine
99730,Werribee Sth,2022-11-17,420,=,Resample
99770,St Leonards,2022-11-17,20,=,Resample
99996,Aspendale Life Saving Club,2022-11-17,280,=,Resample
99620,Mordialloc,2022-11-17,220,=,Resample
99100,Mentone,2022-11-17,2100,=,Resample
99060,Hampton,2022-11-17,74,=,Resample
99650,Elwood,2022-11-17,130,=,Resample
99240,Safety Beach,2022-11-17,10,=,Resample
99660,St Kilda,2022-11-17,250,=,Resample
99994,Mt Martha Life Saving Club,2022-11-17,10,=,Resample
99997,South Melbourne Life Saving Club,2022-11-17,200,=,Resample
99020,Port Melbourne,2022-11-17,200,=,Resample
99170,Frankston Surf Life Saving Club,2022-11-17,41,=,Resample
99690,Sandridge,2022-11-17,350,=,Resample
99700,Williamstown,2022-11-17,450,=,Resample
99710,Altona,2022-11-17,31,=,Resample
99620,Mordialloc,2022-11-22,31,=,Routine
99100,Mentone,2022-11-22,110,=,Routine
99990,Beaumaris,2022-11-22,90,=,Routine
99999,Black Rock Life Saving Club,2022-11-22,150,=,Routine
99730,Werribee Sth,2022-11-22,350,=,Routine
99070,Half Moon Bay,2022-11-22,280,=,Routine
99520,Portsea,2022-11-22,10,=,Routine
99290,Sorrento,2022-11-22,50,=,Routine
99630,Sandringham,2022-11-22,240,=,Routine
99280,Blairgowrie,2022-11-22,170,=,Routine
99060,Hampton,2022-11-22,200,=,Routine
99530,Rye,2022-11-22,74,=,Routine
99991,Brighton Life Saving Club,2022-11-22,150,=,Routine
99993,Rosebud Life Saving Club,2022-11-22,660,=,Routine
99550,Dromana,2022-11-22,260,=,Routine
99240,Safety Beach,2022-11-22,510,=,Routine
99510,Eastern,2022-11-22,150,=,Routine
99650,Elwood,2022-11-22,480,=,Routine
99660,St Kilda,2022-11-22,450,=,Routine
99994,Mt Martha Life Saving Club,2022-11-22,160,=,Routine
99997,South Melbourne Life Saving Club,2022-11-22,250,=,Routine
99020,Port Melbourne,2022-11-22,440,=,Routine
99500,The Dell,2022-11-22,74,=,Routine
99992,Mornington Life Saving Club,2022-11-22,120,=,Routine
99690,Sandridge,2022-11-22,31,=,Routine
99580,Canadian Bay,2022-11-22,20,=,Routine
99761,Portarlington Beach (new site),2022-11-22,150,=,Routine
99760,Portarlington Harbour (previous site),2022-11-22,120,=,Routine
99590,Frankston Coast Guard,2022-11-22,41,=,Routine
99700,Williamstown,2022-11-22,100,=,Routine
99170,Frankston Surf Life Saving Club,2022-11-22,730,=,Routine
99770,St Leonards,2022-11-22,180,=,Routine
99160,Seaford,2022-11-22,470,=,Routine
99710,Altona,2022-11-22,90,=,Routine
99995,Carrum Surf Life Saving Club,2022-11-22,250,=,Routine
99998,Santa Casa,2022-11-22,73,=,Routine
99996,Aspendale Life Saving Club,2022-11-22,41,=,Routine
99993,Rosebud Life Saving Club,2022-11-24,130,=,Resample
99550,Dromana,2022-11-24,10,<,Resample
99240,Safety Beach,2022-11-24,41,=,Resample
99020,Port Melbourne,2022-11-24,52,=,Resample
99730,Werribee Sth,2022-11-24,233,=,Resample
99997,South Melbourne Life Saving Club,2022-11-24,86,=,Resample
99170,Frankston Surf Life Saving Club,2022-11-24,62,=,Resample
99660,St Kilda,2022-11-24,280,=,Resample
99650,Elwood,2022-11-24,97,=,Resample
99160,Seaford,2022-11-24,86,=,Resample
99060,Hampton,2022-11-24,31,=,Resample
99630,Sandringham,2022-11-24,10,=,Resample
99995,Carrum Surf Life Saving Club,2022-11-24,63,=,Resample
99070,Half Moon Bay,2022-11-24,10,=,Resample
99520,Portsea,2022-11-29,10,<,Routine
99620,Mordialloc,2022-11-29,10,<,Routine
99290,Sorrento,2022-11-29,98,=,Routine
99100,Mentone,2022-11-29,20,=,Routine
99990,Beaumaris,2022-11-29,20,=,Routine
99280,Blairgowrie,2022-11-29,340,=,Routine
99730,Werribee Sth,2022-11-29,63,=,Routine
99999,Black Rock Life Saving Club,2022-11-29,20,=,Routine
99530,Rye,2022-11-29,260,=,Routine
99070,Half Moon Bay,2022-11-29,10,=,Routine
99993,Rosebud Life Saving Club,2022-11-29,130,=,Routine
99630,Sandringham,2022-11-29,10,<,Routine
99550,Dromana,2022-11-29,52,=,Routine
99060,Hampton,2022-11-29,86,=,Routine
99240,Safety Beach,2022-11-29,74,=,Routine
99991,Brighton Life Saving Club,2022-11-29,10,<,Routine
99510,Eastern,2022-11-29,74,=,Routine
99994,Mt Martha Life Saving Club,2022-11-29,20,=,Routine
99650,Elwood,2022-11-29,10,<,Routine
99992,Mornington Life Saving Club,2022-11-29,570,=,Routine
99660,St Kilda,2022-11-29,52,=,Routine
99500,The Dell,2022-11-29,63,=,Routine
99997,South Melbourne Life Saving Club,2022-11-29,20,=,Routine
99020,Port Melbourne,2022-11-29,31,=,Routine
99761,Portarlington Beach (new site),2022-11-29,31,=,Routine
99580,Canadian Bay,2022-11-29,10,<,Routine
99760,Portarlington Harbour (previous site),2022-11-29,10,=,Routine
99690,Sandridge,2022-11-29,10,<,Routine
99590,Frankson Coast Guard,2022-11-29,20,=,Routine
99170,Frankston Surf Life Saving Club,2022-11-29,620,=,Routine
99770,St Leonards,2022-11-29,10,<,Routine
99700,Williamstown,2022-11-29,10,<,Routine
99160,Seaford,2022-11-29,10,=,Routine
99998,Santa Casa,2022-11-29,10,<,Routine
99710,Altona,2022-11-29,20,=,Routine
99995,Carrum Surf Life Saving Club,2022-11-29,41,=,Routine
99996,Aspendale Life Saving Club,2022-11-29,31,=,Routine
99996,Aspendale Life Saving Club,2022-12-01,10,=,Resample
99620,Mordialloc,2022-12-01,10,<,Resample
99290,Sorrento,2022-12-01,10,=,Resample
99100,Mentone,2022-12-01,10,<,Resample
99280,Blairgowrie,2022-12-01,10,<,Resample
99530,Rye,2022-12-01,10,<,Resample
99630,Sandringham,2022-12-01,10,<,Resample
99991,Brighton Life Saving Club,2022-12-01,10,<,Resample
99650,Elwood,2022-12-01,20,=,Resample
99660,St Kilda,2022-12-01,10,<,Resample
99997,South Melbourne Life Saving Club,2022-12-01,10,<,Resample
99020,Port Melbourne,2022-12-01,10,=,Resample
99993,Rosebud Life Saving Club,2022-12-01,10,<,Resample
99710,Altona,2022-12-01,10,<,Resample
99992,Mornington Life Saving Club,2022-12-01,10,=,Resample
99590,Frankson Coast Guard,2022-12-01,10,<,Resample
99170,Frankston Surf Life Saving Club,2022-12-01,110,=,Resample
99995,Carrum Surf Life Saving Club,2022-12-01,170,=,Resample
99620,Mordialloc,2022-12-06,31,=,Routine
99100,Mentone,2022-12-06,63,=,Routine
99520,Portsea,2022-12-06,10,<,Routine
99990,Beaumaris,2022-12-06,10,<,Routine
99999,Black Rock Life Saving Club,2022-12-06,62,=,Routine
99290,Sorrento,2022-12-06,10,=,Routine
99070,Half Moon Bay,2022-12-06,10,<,Routine
99280,Blairgowrie,2022-12-06,130,=,Routine
99530,Rye,2022-12-06,10,<,Routine
99630,Sandringham,2022-12-06,10,=,Routine
99060,Hampton,2022-12-06,41,=,Routine
99993,Rosebud Life Saving Club,2022-12-06,10,<,Routine
99991,Brighton Life Saving Club,2022-12-06,10,=,Routine
99550,Dromana,2022-12-06,10,<,Routine
99240,Safety Beach,2022-12-06,10,<,Routine
99650,Elwood,2022-12-06,20,=,Routine
99994,Mt Martha Life Saving Club,2022-12-06,10,<,Routine
99730,Werribee Sth,2022-12-06,52,=,Routine
99992,Mornington Life Saving Club,2022-12-06,10,<,Routine
99660,St Kilda,2022-12-06,10,=,Routine
99997,South Melbourne Life Saving Club,2022-12-06,41,=,Routine
99580,Canadian Bay,2022-12-06,860,=,Routine
99020,Port Melbourne,2022-12-06,52,=,Routine
99510,Eastern,2022-12-06,130,=,Routine
99590,Frankson Coast Guard,2022-12-06,460,=,Routine
99690,Sandridge,2022-12-06,86,=,Routine
99170,Frankston Surf Life Saving Club,2022-12-06,10,=,Routine
99700,Williamstown,2022-12-06,41,=,Routine
99500,The Dell,2022-12-06,10,<,Routine
99160,Seaford,2022-12-06,10,<,Routine
99710,Altona,2022-12-06,10,=,Routine
99995,Carrum Surf Life Saving Club,2022-12-06,10,<,Routine
99760,Portarlington Harbour (previous site),2022-12-06,31,=,Routine
99996,Aspendale Life Saving Club,2022-12-06,10,=,Routine
99761,Portarlington Beach (new site),2022-12-06,10,=,Routine
99770,St Leonards,2022-12-06,85,=,Routine
99998,Santa Casa,2022-12-06,10,<,Routine
99620,Mordialloc,2022-12-13,31,=,Routine
99100,Mentone,2022-12-13,230,=,Routine
99990,Beaumaris,2022-12-13,86,=,Routine
99520,Portsea,2022-12-13,10,<,Routine
99999,Black Rock Life Saving Club,2022-12-13,31,=,Routine
99290,Sorrento,2022-12-13,1200,=,Routine
99070,Half Moon Bay,2022-12-13,31,=,Routine
99280,Blairgowrie,2022-12-13,530,=,Routine
99630,Sandringham,2022-12-13,190,=,Routine
99530,Rye,2022-12-13,2900,=,Routine
99060,Hampton,2022-12-13,410,=,Routine
99993,Rosebud Life Saving Club,2022-12-13,500,=,Routine
99550,Dromana,2022-12-13,190,=,Routine
99991,Brighton Life Saving Club,2022-12-13,1300,=,Routine
99730,Werribee Sth,2022-12-13,20,=,Routine
99240,Safety Beach,2022-12-13,63,=,Routine
99994,Mt Martha Life Saving Club,2022-12-13,63,=,Routine
99650,Elwood,2022-12-13,260,=,Routine
99992,Mornington Life Saving Club,2022-12-13,400,=,Routine
99510,Eastern,2022-12-13,450,=,Routine
99660,St Kilda,2022-12-13,150,=,Routine
99580,Canadian Bay,2022-12-13,63,=,Routine
99997,South Melbourne Life Saving Club,2022-12-13,180,=,Routine
99020,Port Melbourne,2022-12-13,52,=,Routine
99590,Frankson Coast Guard,2022-12-13,120,=,Routine
99500,The Dell,2022-12-13,2200,=,Routine
99170,Frankston Surf Life Saving Club,2022-12-13,270,=,Routine
99690,Sandridge,2022-12-13,52,=,Routine
99160,Seaford,2022-12-13,440,=,Routine
99760,Portarlington Harbour (previous site),2022-12-13,83,=,Routine
99700,Williamstown,2022-12-13,31,=,Routine
99761,Portarlington Beach (new site),2022-12-13,180,=,Routine
99995,Carrum Surf Life Saving Club,2022-12-13,470,=,Routine
99710,Altona,2022-12-13,10,=,Routine
99770,St Leonards,2022-12-13,270,=,Routine
99996,Aspendale Life Saving Club,2022-12-13,20,=,Routine
99998,Santa Casa,2022-12-13,10,<,Routine
99620,Mordialloc,2022-12-20,52,=,Routine
99100,Mentone,2022-12-20,10,<,Routine
99990,Beaumaris,2022-12-20,10,=,Routine
99999,Black Rock Life Saving Club,2022-12-20,10,=,Routine
99070,Half Moon Bay,2022-12-20,10,=,Routine
99520,Portsea,2022-12-20,10,<,Routine
99290,Sorrento,2022-12-20,20,=,Routine
99630,Sandringham,2022-12-20,10,<,Routine
99280,Blairgowrie,2022-12-20,10,=,Routine
99730,Werribee Sth,2022-12-20,10,=,Routine
99060,Hampton,2022-12-20,10,<,Routine
99530,Rye,2022-12-20,10,=,Routine
99991,Brighton Life Saving Club,2022-12-20,10,<,Routine
99993,Rosebud Life Saving Club,2022-12-20,20,=,Routine
99650,Elwood,2022-12-20,10,<,Routine
99550,Dromana,2022-12-20,10,<,Routine
99510,Eastern,2022-12-20,10,<,Routine
99240,Safety Beach,2022-12-20,10,<,Routine
99660,St Kilda,2022-12-20,10,=,Routine
99994,Mt Martha Life Saving Club,2022-12-20,10,<,Routine
99500,The Dell,2022-12-20,10,<,Routine
99992,Mornington Life Saving Club,2022-12-20,10,<,Routine
99760,Portarlington Harbour (previous site),2022-12-20,10,<,Routine
99997,South Melbourne Life Saving Club,2022-12-20,10,<,Routine
99580,Canadian Bay,2022-12-20,10,<,Routine
99761,Portarlington Beach (new site),2022-12-20,10,=,Routine
99020,Port Melbourne,2022-12-20,10,<,Routine
99770,St Leonards,2022-12-20,31,=,Routine
99590,Frankson Coast Guard,2022-12-20,10,<,Routine
99690,Sandridge,2022-12-20,10,<,Routine
99170,Frankston Surf Life Saving Club,2022-12-20,10,<,Routine
99700,Williamstown,2022-12-20,10,<,Routine
99160,Seaford,2022-12-20,41,=,Routine
99998,Santa Casa,2022-12-20,1300,=,Routine
99710,Altona,2022-12-20,10,<,Routine
99995,Carrum Surf Life Saving Club,2022-12-20,98,=,Routine
99996,Aspendale Life Saving Club,2022-12-20,63,=,Routine
99998,Santa Casa,2022-12-21,10,<,Resample
99620,Mordialloc,2022-12-28,10,=,Routine
99100,Mentone,2022-12-28,680,=,Routine
99520,Portsea,2022-12-28,10,=,Routine
99990,Beaumaris,2022-12-28,10,=,Routine
99730,Werribee Sth,2022-12-28,250,=,Routine
99290,Sorrento,2022-12-28,540,=,Routine
99999,Black Rock Life Saving Club,2022-12-28,160,=,Routine
99280,Blairgowrie,2022-12-28,290,=,Routine
99530,Rye,2022-12-28,190,=,Routine
99070,Half Moon Bay,2022-12-28,360,=,Routine
99510,Eastern,2022-12-28,820,=,Routine
99630,Sandringham,2022-12-28,52,=,Routine
99993,Rosebud Life Saving Club,2022-12-28,340,=,Routine
99060,Hampton,2022-12-28,31,=,Routine
99500,The Dell,2022-12-28,320,=,Routine
99550,Dromana,2022-12-28,360,=,Routine
99991,Brighton Life Saving Club,2022-12-28,10,<,Routine
99240,Safety Beach,2022-12-28,340,=,Routine
99761,Portarlington Beach (new site),2022-12-28,230,=,Routine
99760,Portarlington Harbour (previous site),2022-12-28,10,=,Routine
99994,Mt Martha Life Saving Club,2022-12-28,74,=,Routine
99770,St Leonards,2022-12-28,710,=,Routine
99650,Elwood,2022-12-28,10,<,Routine
99660,St Kilda,2022-12-28,10,=,Routine
99992,Mornington Life Saving Club,2022-12-28,74,=,Routine
99998,Santa Casa,2022-12-28,10,<,Routine
99997,South Melbourne Life Saving Club,2022-12-28,10,=,Routine
99580,Canadian Bay,2022-12-28,320,=,Routine
99020,Port Melbourne,2022-12-28,86,=,Routine
99690,Sandridge,2022-12-28,31,=,Routine
99590,Frankson Coast Guard,2022-12-28,74,=,Routine
99170,Frankston Surf Life Saving Club,2022-12-28,240,=,Routine
99700,Williamstown,2022-12-28,10,<,Routine
99160,Seaford,2022-12-28,310,=,Routine
99995,Carrum Surf Life Saving Club,2022-12-28,31,=,Routine
99710,Altona,2022-12-28,300,=,Routine
99996,Aspendale Life Saving Club,2022-12-28,160,=,Routine
99760,Portarlington,2022-12-29,13,=,Resample
99500,The Dell,2022-12-29,10,<,Resample
99770,St Leonards,2022-12-29,20,=,Resample
99730,Werribee Sth,2022-12-29,30,=,Resample
99510,Eastern,2022-12-29,20,=,Resample
99710,Altona,2022-12-29,1207,=,Resample
99290,Sorrento,2022-12-29,10,<,Resample
99280,Blairgowrie,2022-12-29,13,=,Resample
99070,Half Moon Bay,2022-12-29,10,<,Resample
99993,Rosebud Life Saving Club,2022-12-29,28,<,Resample
99100,Mentone,2022-12-29,38,<,Resample
99550,Dromana,2022-12-29,10,<,Resample
99240,Safety Beach,2022-12-29,10,=,Resample
99160,Seaford,2022-12-29,443,=,Resample
99170,Frankston Surf Life Saving Club,2022-12-29,261,=,Resample
99580,Canadian Bay,2022-12-29,13,=,Resample
99160,Seaford,2022-12-30,20,=,Resample
